time,meter,Ptot,Pr,Py,Pb,Pfavg,Pfr,Pfy,Pfb,St,Sr,Sy,Sb,Vlavg,Vry,Vyb,Vbr,Vlnavg,Vr,Vy,Vb,Itot,Ir,Iy,Ib,freq,Energy,vah
2022-09-23 04:44:00,6,8.545,0.0,-2.659,-5.886,-0.916,1.0,0.881,0.93,9.333,0.0,3.017,6.329,436.73,434.85,439.28,436.06,252.15,250.47,252.85,253.13,12.55,0.0,12.29,25.36,50.01,51055.836,54544.956
2022-09-23 04:45:00,6,7.092,0.0,-2.669,-4.423,-0.882,1.0,0.871,0.888,8.042,0.0,3.065,4.978,437.3,435.58,439.5,436.81,252.48,250.78,253.2,253.46,10.81,0.0,12.22,20.21,50.02,51055.948,54545.092
2022-09-23 04:46:00,6,7.106,0.0,-2.672,-4.434,-0.883,1.0,0.869,0.891,8.045,0.0,3.073,4.974,437.23,435.54,439.68,436.47,252.44,250.57,253.32,253.42,10.82,0.0,12.27,20.2,50.03,51056.072,54545.232
2022-09-23 04:47:00,6,7.137,0.0,-2.72,-4.417,-0.881,1.0,0.879,0.883,8.099,0.0,3.094,5.005,437.76,435.96,440.24,437.1,252.75,250.83,253.59,253.81,10.87,0.0,12.4,20.22,50.04,51056.188,54545.364
2022-09-23 04:48:00,6,7.141,0.0,-2.685,-4.456,-0.884,1.0,0.872,0.891,8.078,0.0,3.078,5.001,436.98,435.25,439.36,436.33,252.29,250.44,253.13,253.31,10.87,0.0,12.28,20.33,50.02,51056.308,54545.5
2022-09-23 04:49:00,6,7.085,0.0,-2.696,-4.389,-0.883,1.0,0.884,0.883,8.023,0.0,3.051,4.972,436.26,434.86,438.63,435.28,251.88,250.09,252.8,252.74,10.83,0.0,12.3,20.19,50.0,51056.42,54545.632
2022-09-23 04:50:00,6,7.022,0.0,-2.64,-4.382,-0.879,1.0,0.88,0.879,7.985,0.0,2.999,4.986,436.95,435.32,439.58,435.96,252.28,250.38,253.17,253.29,10.75,0.0,12.17,20.07,50.01,51056.54,54545.76
2022-09-23 04:51:00,6,7.086,0.0,-2.682,-4.404,-0.883,1.0,0.884,0.883,8.022,0.0,3.034,4.988,436.65,435.2,439.1,435.65,252.1,250.36,252.97,252.98,10.85,0.0,12.39,20.15,50.0,51056.664,54545.896
2022-09-23 04:52:00,6,7.018,0.0,-2.686,-4.332,-0.883,1.0,0.873,0.889,7.946,0.0,3.077,4.871,436.84,435.21,439.21,436.09,252.21,250.47,252.94,253.22,10.73,0.0,12.37,19.81,49.99,51056.776,54546.028
2022-09-23 04:53:00,6,6.987,0.0,-2.685,-4.302,-0.881,1.0,0.877,0.883,7.93,0.0,3.06,4.87,436.35,434.78,438.69,435.57,251.93,250.22,252.69,252.88,10.7,0.0,12.32,19.78,49.94,51056.896,54546.164
2022-09-23 04:54:00,6,6.971,0.0,-2.676,-4.295,-0.882,1.0,0.878,0.885,7.902,0.0,3.048,4.854,435.48,433.94,437.71,434.79,251.43,249.79,252.12,252.38,10.69,0.0,12.3,19.78,49.94,51057.012,54546.296
2022-09-23 04:55:00,6,7.003,0.0,-2.688,-4.315,-0.882,1.0,0.885,0.88,7.939,0.0,3.035,4.904,435.88,434.18,438.26,435.2,251.66,249.97,252.33,252.67,10.73,0.0,12.37,19.83,49.98,51057.128,54546.428
2022-09-23 04:56:00,6,7.033,0.0,-2.647,-4.386,-0.881,1.0,0.882,0.88,7.987,0.0,3.0,4.987,436.67,435.05,438.99,435.96,252.11,250.45,252.82,253.07,10.78,0.0,12.23,20.12,49.99,51057.244,54546.564
2022-09-23 04:57:00,6,7.026,0.0,-2.603,-4.423,-0.883,1.0,0.865,0.893,7.958,0.0,3.009,4.953,436.84,435.24,439.06,436.24,252.22,250.62,252.86,253.17,10.77,0.0,12.14,20.18,50.03,51057.368,54546.692
2022-09-23 04:58:00,6,7.089,0.0,-2.674,-4.415,-0.885,1.0,0.871,0.893,8.014,0.0,3.07,4.946,436.3,434.46,438.72,435.72,251.9,250.15,252.55,253.01,10.82,0.0,12.3,20.16,50.02,51057.48,54546.828
2022-09-23 04:59:00,6,7.709,0.0,-2.697,-5.012,-0.897,1.0,0.882,0.905,8.596,0.0,3.059,5.539,436.8,435.23,439.07,436.11,252.19,250.57,252.89,253.12,11.54,0.0,12.35,22.27,50.03,51057.6,54546.96
2022-09-23 05:00:00,6,7.777,0.0,-2.693,-5.084,-0.897,1.0,0.88,0.906,8.666,0.0,3.059,5.611,436.64,434.98,439.1,435.85,252.1,250.42,252.83,253.06,11.67,0.0,12.39,22.6,50.04,51057.732,54547.112
2022-09-23 05:01:00,6,7.736,0.0,-2.691,-5.046,-0.896,1.0,0.885,0.901,8.638,0.0,3.04,5.6,435.97,434.64,438.14,435.13,251.71,250.18,252.47,252.48,11.65,0.0,12.4,22.55,50.02,51057.86,54547.252
2022-09-23 05:02:00,6,7.793,0.0,-2.684,-5.109,-0.896,1.0,0.882,0.903,8.697,0.0,3.044,5.656,435.86,434.26,438.04,435.28,251.65,250.14,252.25,252.57,11.69,0.0,12.38,22.69,50.03,51057.988,54547.392
2022-09-23 05:03:00,6,7.775,0.0,-2.61,-5.166,-0.902,1.0,0.867,0.918,8.622,0.0,3.011,5.624,436.0,434.44,438.19,435.36,251.73,250.2,252.35,252.63,11.68,0.0,12.12,22.91,50.03,51058.12,54547.544
2022-09-23 05:04:00,6,7.015,0.0,-2.655,-4.36,-0.882,1.0,0.884,0.88,7.958,0.0,3.003,4.954,435.83,434.54,437.82,435.15,251.63,250.23,252.29,252.39,10.76,0.0,12.24,20.04,50.01,51058.236,54547.668
2022-09-23 05:05:00,6,7.077,0.0,-2.716,-4.361,-0.882,1.0,0.883,0.881,8.027,0.0,3.076,4.951,435.1,433.67,437.35,434.29,251.21,249.63,251.96,252.05,10.87,0.0,12.5,20.11,50.0,51058.356,54547.808
2022-09-23 05:06:00,6,7.055,0.0,-2.694,-4.361,-0.88,1.0,0.879,0.881,8.015,0.0,3.065,4.95,435.1,433.54,437.4,434.37,251.21,249.49,252.03,252.11,10.82,0.0,12.44,20.01,49.97,51058.468,54547.94
2022-09-23 05:07:00,6,7.046,0.0,-2.659,-4.387,-0.882,1.0,0.876,0.885,7.993,0.0,3.034,4.958,434.38,432.71,436.67,433.76,250.79,249.06,251.57,251.75,10.83,0.0,12.35,20.15,49.97,51058.588,54548.072
2022-09-23 05:08:00,6,7.063,0.0,-2.676,-4.387,-0.884,1.0,0.873,0.89,7.993,0.0,3.066,4.929,434.55,432.89,436.79,433.97,250.89,249.23,251.64,251.81,10.85,0.0,12.4,20.14,49.97,51058.7,54548.208
2022-09-23 05:09:00,6,7.004,0.0,-2.645,-4.359,-0.881,1.0,0.876,0.883,7.955,0.0,3.018,4.937,434.62,433.03,436.91,433.93,250.93,249.17,251.78,251.85,10.78,0.0,12.32,20.04,50.0,51058.824,54548.34
2022-09-23 05:10:00,6,6.998,0.0,-2.621,-4.378,-0.882,1.0,0.871,0.888,7.935,0.0,3.008,4.928,434.5,432.82,436.81,433.86,250.86,249.09,251.66,251.83,10.81,0.0,12.26,20.16,49.97,51058.944,54548.468
2022-09-23 05:11:00,6,7.044,0.0,-2.647,-4.398,-0.885,1.0,0.868,0.895,7.961,0.0,3.048,4.916,434.63,433.22,436.85,433.81,250.94,249.34,251.69,251.78,10.82,0.0,12.34,20.12,49.97,51059.056,54548.604
2022-09-23 05:12:00,6,7.083,0.0,-2.697,-4.385,-0.884,1.0,0.88,0.886,8.015,0.0,3.065,4.95,434.12,432.64,436.3,433.44,250.65,249.06,251.34,251.54,10.85,0.0,12.44,20.11,49.97,51059.176,54548.736
2022-09-23 05:13:00,6,7.092,0.0,-2.684,-4.407,-0.887,1.0,0.872,0.895,7.999,0.0,3.077,4.924,434.11,432.69,436.09,433.54,250.64,249.17,251.24,251.5,10.87,0.0,12.43,20.18,49.98,51059.288,54548.868
2022-09-23 05:14:00,6,7.143,0.0,-2.747,-4.395,-0.889,1.0,0.882,0.893,8.038,0.0,3.114,4.925,433.5,432.02,435.6,432.89,250.29,248.77,250.91,251.19,10.97,0.0,12.7,20.2,49.97,51059.408,54549.0
2022-09-23 05:15:00,6,7.828,0.0,-2.621,-5.207,-0.903,1.0,0.875,0.916,8.671,0.0,2.995,5.685,433.1,431.72,435.36,432.21,250.05,248.51,250.81,250.84,11.82,0.0,12.31,23.14,49.99,51059.536,54549.14
2022-09-23 05:16:00,6,7.843,0.0,-2.605,-5.238,-0.909,1.0,0.866,0.929,8.625,0.0,3.01,5.636,432.79,431.48,434.87,432.03,249.88,248.45,250.55,250.63,11.78,0.0,12.17,23.18,49.99,51059.668,54549.284
2022-09-23 05:17:00,6,7.885,0.0,-2.615,-5.271,-0.908,1.0,0.871,0.925,8.682,0.0,3.002,5.695,433.86,432.46,436.05,433.06,250.49,249.01,251.18,251.29,11.84,0.0,12.22,23.29,49.98,51059.792,54549.432
2022-09-23 05:18:00,6,7.958,0.0,-2.702,-5.256,-0.909,1.0,0.879,0.924,8.753,0.0,3.075,5.689,433.15,431.75,435.35,432.35,250.08,248.59,250.79,250.87,11.95,0.0,12.5,23.33,49.95,51059.932,54549.576
2022-09-23 05:19:00,6,8.734,0.0,-2.693,-6.041,-0.924,1.0,0.876,0.943,9.45,0.0,3.075,6.404,433.94,432.52,436.1,433.2,250.56,249.13,251.19,251.37,12.85,0.0,12.5,26.05,49.94,51060.064,54549.728
2022-09-23 05:20:00,6,8.68,0.0,-2.621,-6.059,-0.921,1.0,0.869,0.941,9.423,0.0,3.017,6.437,433.89,432.43,436.24,433.01,250.51,248.97,251.25,251.31,12.77,0.0,12.23,26.08,49.94,51060.212,54549.876
2022-09-23 05:21:00,6,7.726,0.0,-2.614,-5.112,-0.897,1.0,0.869,0.911,8.615,0.0,3.009,5.614,433.99,432.72,436.1,433.15,250.57,249.1,251.32,251.28,11.68,0.0,12.2,22.85,49.94,51060.34,54550.028
2022-09-23 05:22:00,6,7.58,0.0,-2.537,-5.043,-0.891,1.0,0.862,0.905,8.511,0.0,2.945,5.574,433.45,432.17,435.65,432.53,250.26,248.73,251.05,250.98,11.55,0.0,11.99,22.65,49.92,51060.472,54550.172
2022-09-23 05:23:00,6,6.87,0.0,-2.565,-4.305,-0.88,1.0,0.868,0.887,7.809,0.0,2.956,4.854,432.7,431.26,434.77,432.07,249.82,248.31,250.49,250.68,10.65,0.0,12.04,19.91,49.91,51060.6,54550.308
2022-09-23 05:24:00,6,6.967,0.0,-2.671,-4.296,-0.882,1.0,0.878,0.884,7.9,0.0,3.042,4.859,432.71,431.12,434.96,432.06,249.83,248.2,250.51,250.79,10.75,0.0,12.39,19.87,49.91,51060.716,54550.448
2022-09-23 05:25:00,6,7.137,0.0,-2.76,-4.376,-0.888,1.0,0.886,0.89,8.033,0.0,3.115,4.918,432.95,431.31,435.17,432.37,249.97,248.4,250.57,250.93,10.98,0.0,12.73,20.21,49.92,51060.832,54550.58
2022-09-23 05:26:00,6,6.963,0.0,-2.67,-4.293,-0.881,1.0,0.875,0.885,7.899,0.0,3.051,4.849,432.83,431.28,434.92,432.28,249.9,248.4,250.47,250.82,10.79,0.0,12.44,19.93,49.96,51060.948,54550.712
2022-09-23 05:27:00,6,6.988,0.0,-2.692,-4.295,-0.882,1.0,0.879,0.883,7.927,0.0,3.062,4.865,432.7,431.19,434.81,432.1,249.82,248.33,250.43,250.71,10.81,0.0,12.5,19.93,49.94,51061.064,54550.844
2022-09-23 05:28:00,6,6.965,0.0,-2.671,-4.294,-0.882,1.0,0.881,0.882,7.9,0.0,3.03,4.87,431.79,429.93,434.26,431.19,249.3,247.49,250.06,250.35,10.78,0.0,12.43,19.91,49.91,51061.176,54550.968
2022-09-23 05:29:00,6,6.969,0.0,-2.618,-4.352,-0.88,1.0,0.872,0.884,7.923,0.0,3.002,4.922,432.55,430.58,435.22,431.86,249.74,247.76,250.58,250.88,10.8,0.0,12.23,20.16,49.93,51061.296,54551.1
2022-09-23 05:30:00,6,6.977,0.0,-2.623,-4.354,-0.879,1.0,0.874,0.883,7.934,0.0,3.001,4.933,432.89,431.05,435.39,432.23,249.93,248.04,250.76,251.0,10.8,0.0,12.25,20.14,49.95,51061.42,54551.236
2022-09-23 05:31:00,6,7.019,0.0,-2.666,-4.353,-0.883,1.0,0.874,0.888,7.951,0.0,3.049,4.902,432.79,430.96,435.35,432.05,249.87,247.96,250.73,250.93,10.85,0.0,12.38,20.18,49.98,51061.532,54551.368
2022-09-23 05:32:00,6,6.99,0.0,-2.658,-4.332,-0.882,1.0,0.87,0.89,7.923,0.0,3.055,4.87,433.19,431.47,435.51,432.59,250.11,248.33,250.88,251.11,10.82,0.0,12.39,20.06,50.02,51061.648,54551.5
2022-09-23 05:33:00,6,6.976,0.0,-2.696,-4.28,-0.88,1.0,0.88,0.88,7.932,0.0,3.065,4.867,433.11,431.57,435.47,432.29,250.06,248.39,250.8,250.99,10.78,0.0,12.55,19.8,50.02,51061.764,54551.64
2022-09-23 05:34:00,6,6.961,0.0,-2.674,-4.287,-0.882,1.0,0.874,0.887,7.892,0.0,3.06,4.832,432.65,430.96,435.28,431.73,249.8,247.96,250.61,250.82,10.77,0.0,12.42,19.89,50.02,51061.88,54551.76
2022-09-23 05:35:00,6,6.93,0.0,-2.598,-4.332,-0.878,1.0,0.876,0.879,7.892,0.0,2.966,4.925,432.21,430.53,434.71,431.4,249.54,247.79,250.3,250.54,10.73,0.0,12.16,20.04,49.99,51061.996,54551.896
2022-09-23 05:36:00,6,6.951,0.0,-2.602,-4.349,-0.879,1.0,0.875,0.882,7.904,0.0,2.974,4.931,432.76,431.27,435.07,431.94,249.86,248.23,250.61,250.73,10.77,0.0,12.22,20.1,49.99,51062.112,54552.028
2022-09-23 05:37:00,6,6.941,0.0,-2.615,-4.326,-0.88,1.0,0.877,0.883,7.885,0.0,2.983,4.901,431.71,430.24,433.87,431.01,249.25,247.71,249.92,250.12,10.78,0.0,12.23,20.12,49.97,51062.224,54552.16
2022-09-23 05:38:00,6,7.735,0.0,-2.669,-5.066,-0.898,1.0,0.879,0.908,8.611,0.0,3.036,5.58,431.22,429.66,433.56,430.44,248.97,247.37,249.67,249.88,11.73,0.0,12.44,22.74,49.95,51062.344,54552.3
2022-09-23 05:39:00,6,7.72,0.0,-2.683,-5.037,-0.9,1.0,0.882,0.91,8.573,0.0,3.042,5.535,430.57,429.08,432.92,429.71,248.6,247.01,249.33,249.45,11.69,0.0,12.47,22.59,49.92,51062.476,54552.44
2022-09-23 05:40:00,6,7.735,0.0,-2.727,-5.008,-0.902,1.0,0.885,0.911,8.574,0.0,3.081,5.497,429.75,428.36,431.9,428.98,248.12,246.62,248.81,248.93,11.81,0.0,12.64,22.8,49.91,51062.6,54552.58
2022-09-23 05:41:00,6,7.709,0.0,-2.634,-5.075,-0.903,1.0,0.877,0.916,8.533,0.0,3.002,5.539,429.42,427.89,431.7,428.66,247.93,246.37,248.62,248.8,11.74,0.0,12.36,22.87,49.9,51062.728,54552.72
2022-09-23 05:42:00,6,6.934,0.0,-2.61,-4.323,-0.885,1.0,0.877,0.889,7.837,0.0,2.975,4.862,429.07,427.49,431.45,428.29,247.73,246.07,248.47,248.65,10.76,0.0,12.22,20.07,49.89,51062.856,54552.86
2022-09-23 05:43:00,6,6.923,0.0,-2.598,-4.324,-0.885,1.0,0.876,0.89,7.825,0.0,2.965,4.861,428.87,427.16,431.22,428.21,247.61,245.97,248.26,248.61,10.78,0.0,12.23,20.11,49.89,51062.976,54552.992
2022-09-23 05:44:00,6,6.923,0.0,-2.601,-4.321,-0.884,1.0,0.875,0.889,7.832,0.0,2.973,4.86,429.27,427.59,431.57,428.64,247.84,246.23,248.48,248.82,10.77,0.0,12.23,20.09,49.89,51063.088,54553.128
2022-09-23 05:45:00,6,7.028,0.0,-2.68,-4.348,-0.889,1.0,0.884,0.893,7.901,0.0,3.032,4.869,428.53,426.83,430.89,427.88,247.42,245.78,248.07,248.4,10.88,0.0,12.49,20.14,49.88,51063.208,54553.26
2022-09-23 05:46:00,6,6.996,0.0,-2.668,-4.327,-0.887,1.0,0.883,0.89,7.884,0.0,3.021,4.863,428.94,427.24,431.26,428.33,247.66,246.03,248.28,248.65,10.88,0.0,12.45,20.17,49.91,51063.32,54553.38
2022-09-23 05:47:00,6,7.157,0.0,-2.652,-4.505,-0.892,1.0,0.881,0.899,8.023,0.0,3.012,5.013,429.19,427.58,431.59,428.41,247.8,246.1,248.55,248.75,11.05,0.0,12.39,20.76,49.96,51063.444,54553.52
2022-09-23 05:48:00,6,7.166,0.0,-2.658,-4.508,-0.89,1.0,0.883,0.894,8.054,0.0,3.01,5.045,428.7,427.06,431.06,428.0,247.52,245.92,248.2,248.43,11.07,0.0,12.43,20.79,49.97,51063.564,54553.652
2022-09-23 05:49:00,6,7.207,0.0,-2.612,-4.594,-0.893,1.0,0.875,0.904,8.067,0.0,2.987,5.083,428.34,426.5,431.06,427.46,247.31,245.32,248.27,248.33,11.12,0.0,12.25,21.11,50.0,51063.676,54553.788
2022-09-23 05:50:00,6,7.207,0.0,-2.616,-4.592,-0.894,1.0,0.879,0.901,8.066,0.0,2.974,5.094,428.29,426.61,430.72,427.53,247.28,245.46,248.17,248.19,11.11,0.0,12.24,21.09,50.0,51063.8,54553.924
2022-09-23 05:51:00,6,7.301,0.0,-2.677,-4.624,-0.896,1.0,0.883,0.903,8.148,0.0,3.031,5.119,428.39,426.61,431.0,427.56,247.34,245.43,248.27,248.31,11.25,0.0,12.54,21.21,50.03,51063.92,54554.06
2022-09-23 05:52:00,6,7.385,0.0,-2.688,-4.697,-0.899,1.0,0.888,0.905,8.216,0.0,3.026,5.191,427.83,425.8,430.34,427.36,247.01,245.13,247.75,248.16,11.32,0.0,12.52,21.44,50.03,51064.044,54554.196
2022-09-23 05:53:00,6,7.304,0.0,-2.622,-4.681,-0.897,1.0,0.884,0.904,8.141,0.0,2.966,5.177,427.49,425.53,429.94,426.99,246.81,244.98,247.55,247.91,11.25,0.0,12.31,21.44,50.01,51064.164,54554.328
2022-09-23 05:54:00,6,7.334,0.0,-2.656,-4.678,-0.899,1.0,0.882,0.909,8.155,0.0,3.012,5.147,427.6,425.99,429.93,426.88,246.88,245.22,247.6,247.82,11.27,0.0,12.43,21.38,50.0,51064.292,54554.464
2022-09-23 05:55:00,6,8.041,0.0,-2.581,-5.46,-0.913,1.0,0.876,0.929,8.807,0.0,2.947,5.875,426.6,424.77,429.14,425.89,246.3,244.6,246.99,247.33,12.19,0.0,12.22,24.34,49.98,51064.412,54554.6
2022-09-23 05:56:00,6,8.147,0.0,-2.638,-5.509,-0.917,1.0,0.886,0.93,8.887,0.0,2.977,5.922,426.44,424.7,428.91,425.71,246.21,244.58,246.89,247.17,12.28,0.0,12.38,24.46,50.0,51064.544,54554.756
2022-09-23 05:57:00,6,8.103,0.0,-2.614,-5.489,-0.91,1.0,0.882,0.923,8.905,0.0,2.964,5.949,426.56,424.83,428.97,425.88,246.28,244.67,246.94,247.22,12.22,0.0,12.24,24.41,49.99,51064.688,54554.9
2022-09-23 05:58:00,6,8.903,0.0,-2.665,-6.238,-0.927,1.0,0.888,0.942,9.601,0.0,3.002,6.618,425.95,424.14,428.52,425.2,245.93,244.32,246.57,246.91,13.31,0.0,12.5,27.42,50.0,51064.832,54555.056
2022-09-23 05:59:00,6,8.948,0.0,-2.67,-6.279,-0.931,1.0,0.89,0.947,9.608,0.0,2.999,6.631,425.98,424.0,428.86,425.08,245.95,244.15,246.68,247.01,13.28,0.0,12.48,27.35,50.01,51064.976,54555.216
2022-09-23 06:00:00,6,8.91,0.0,-2.671,-6.239,-0.925,1.0,0.884,0.941,9.634,0.0,3.021,6.633,426.72,425.16,429.16,425.83,246.37,244.81,247.1,247.21,13.3,0.0,12.52,27.38,50.05,51065.128,54555.376
2022-09-23 06:01:00,6,8.082,0.0,-2.663,-5.419,-0.915,1.0,0.884,0.929,8.837,0.0,3.012,5.836,426.93,425.36,429.37,426.07,246.5,244.9,247.24,247.35,12.28,0.0,12.52,24.32,50.07,51065.268,54555.536
2022-09-23 06:02:00,6,7.268,0.0,-2.597,-4.672,-0.897,1.0,0.88,0.906,8.102,0.0,2.95,5.155,426.71,424.99,429.26,425.89,246.37,244.63,247.14,247.34,11.25,0.0,12.25,21.51,50.08,51065.4,54555.676
2022-09-23 06:03:00,6,7.298,0.0,-2.614,-4.684,-0.9,1.0,0.883,0.908,8.112,0.0,2.959,5.156,426.15,424.39,428.34,425.72,246.04,244.53,246.57,247.03,11.26,0.0,12.32,21.47,50.08,51065.52,54555.808
2022-09-23 06:04:00,6,7.381,0.0,-2.708,-4.673,-0.902,1.0,0.894,0.906,8.187,0.0,3.03,5.158,425.57,423.73,428.02,424.96,245.71,244.02,246.34,246.76,11.37,0.0,12.66,21.44,50.07,51065.636,54555.944
2022-09-23 06:05:00,6,7.374,0.0,-2.702,-4.672,-0.905,1.0,0.894,0.911,8.148,0.0,3.022,5.127,424.37,422.66,426.51,423.96,245.02,243.46,245.6,245.99,11.36,0.0,12.66,21.44,50.04,51065.764,54556.08
2022-09-23 06:06:00,6,7.337,0.0,-2.665,-4.672,-0.903,1.0,0.889,0.911,8.123,0.0,2.996,5.129,424.38,422.64,426.75,423.76,245.02,243.33,245.7,246.04,11.33,0.0,12.51,21.49,50.04,51065.884,54556.216
2022-09-23 06:07:00,6,7.376,0.0,-2.709,-4.667,-0.903,1.0,0.893,0.908,8.171,0.0,3.033,5.139,424.21,422.35,426.78,423.52,244.93,243.11,245.63,246.03,11.37,0.0,12.65,21.47,50.02,51066.008,54556.348
2022-09-23 06:08:00,6,7.357,0.0,-2.672,-4.685,-0.908,1.0,0.892,0.917,8.099,0.0,2.996,5.107,423.01,421.03,425.29,422.71,244.23,242.6,244.72,245.38,11.42,0.0,12.65,21.61,50.01,51066.128,54556.484
2022-09-23 06:09:00,6,7.268,0.0,-2.596,-4.672,-0.902,1.0,0.883,0.912,8.056,0.0,2.94,5.12,422.54,420.57,425.03,422.01,243.96,242.11,244.7,245.06,11.27,0.0,12.32,21.48,49.99,51066.248,54556.62
2022-09-23 06:10:00,6,7.257,0.0,-2.596,-4.661,-0.901,1.0,0.886,0.909,8.058,0.0,2.931,5.129,421.89,419.9,424.41,421.35,243.58,241.71,244.33,244.7,11.3,0.0,12.32,21.57,49.99,51066.372,54556.748
2022-09-23 06:11:00,6,7.325,0.0,-2.674,-4.652,-0.905,1.0,0.898,0.909,8.097,0.0,2.978,5.119,422.2,420.19,424.67,421.75,243.76,241.91,244.46,244.92,11.33,0.0,12.53,21.46,49.99,51066.492,54556.884
2022-09-23 06:12:00,6,7.362,0.0,-2.675,-4.686,-0.908,1.0,0.897,0.914,8.112,0.0,2.984,5.129,421.37,419.46,424.02,420.63,243.28,241.32,244.17,244.36,11.41,0.0,12.57,21.66,50.0,51066.616,54557.024
2022-09-23 06:13:00,6,7.344,0.0,-2.677,-4.667,-0.908,1.0,0.898,0.913,8.092,0.0,2.98,5.113,420.59,418.59,423.1,420.08,242.83,240.94,243.6,243.96,11.42,0.0,12.62,21.64,49.97,51066.736,54557.156
2022-09-23 06:14:00,6,7.364,0.0,-2.7,-4.663,-0.905,1.0,0.894,0.911,8.136,0.0,3.02,5.117,421.43,419.61,423.76,420.91,243.32,241.63,243.95,244.37,11.44,0.0,12.72,21.61,49.98,51066.856,54557.292
2022-09-23 06:15:00,6,7.358,0.0,-2.675,-4.683,-0.909,1.0,0.899,0.914,8.097,0.0,2.976,5.122,420.7,418.83,423.04,420.24,242.9,241.24,243.48,243.98,11.42,0.0,12.6,21.65,49.94,51066.98,54557.428
2022-09-23 06:16:00,6,7.326,0.0,-2.637,-4.689,-0.908,1.0,0.897,0.913,8.071,0.0,2.939,5.133,420.83,418.84,423.21,420.45,242.97,241.31,243.52,244.09,11.38,0.0,12.46,21.67,49.99,51067.1,54557.56
2022-09-23 06:17:00,6,7.754,0.0,-2.499,-5.255,-0.914,1.0,0.889,0.925,8.483,0.0,2.812,5.678,419.57,417.68,422.0,419.04,242.25,240.57,242.85,243.31,11.99,0.0,12.01,23.95,50.0,51067.224,54557.696
2022-09-23 06:18:00,6,7.866,0.0,-2.587,-5.28,-0.916,1.0,0.891,0.928,8.586,0.0,2.904,5.69,418.84,417.07,421.29,418.17,241.82,240.13,242.53,242.81,12.15,0.0,12.36,24.09,50.0,51067.348,54557.836
2022-09-23 06:19:00,6,7.868,0.0,-2.603,-5.265,-0.914,1.0,0.889,0.926,8.606,0.0,2.928,5.686,419.01,417.14,421.18,418.71,241.92,240.42,242.39,242.95,12.14,0.0,12.41,24.01,50.02,51067.484,54557.98
2022-09-23 06:20:00,6,7.908,0.0,-2.617,-5.291,-0.919,1.0,0.9,0.928,8.605,0.0,2.909,5.701,417.93,416.15,420.13,417.52,241.3,239.83,241.82,242.26,12.2,0.0,12.45,24.14,50.01,51067.616,54558.128
2022-09-23 06:21:00,6,8.373,0.0,-2.61,-5.762,-0.923,1.0,0.888,0.938,9.068,0.0,2.94,6.143,417.47,416.01,419.62,416.79,241.04,239.63,241.66,241.81,12.83,0.0,12.45,26.02,50.02,51067.748,54558.268
2022-09-23 06:22:00,6,7.543,0.0,-2.592,-4.95,-0.91,1.0,0.887,0.921,8.29,0.0,2.923,5.373,417.11,415.19,419.31,416.85,240.83,239.32,241.25,241.91,11.82,0.0,12.42,23.05,49.99,51067.88,54558.412
2022-09-23 06:23:00,6,7.276,0.0,-2.529,-4.747,-0.905,1.0,0.892,0.912,8.04,0.0,2.834,5.208,416.48,414.78,418.46,416.21,240.46,239.06,240.91,241.42,11.48,0.0,12.1,22.34,49.99,51068.004,54558.548
2022-09-23 06:24:00,6,7.217,0.0,-2.443,-4.774,-0.902,1.0,0.887,0.91,7.996,0.0,2.754,5.245,416.02,414.19,418.11,415.76,240.2,238.69,240.67,241.22,11.39,0.0,11.85,22.32,49.97,51068.124,54558.684
2022-09-23 06:25:00,6,7.201,0.0,-2.476,-4.725,-0.906,1.0,0.897,0.911,7.948,0.0,2.761,5.188,414.8,412.84,416.92,414.63,239.49,237.98,239.88,240.6,11.36,0.0,11.95,22.12,49.94,51068.248,54558.816
2022-09-23 06:26:00,6,9.885,0.0,-3.915,-5.969,-0.965,1.0,0.974,0.959,10.239,0.0,4.02,6.222,414.45,412.78,416.55,414.03,239.29,237.77,239.8,240.3,14.53,0.0,17.1,26.51,49.93,51068.372,54558.956
2022-09-23 06:27:00,6,6.294,0.0,-1.585,-4.708,-0.899,1.0,0.82,0.923,7.001,0.0,1.933,5.1,414.96,413.01,417.08,414.78,239.58,238.11,240.03,240.61,10.16,0.0,8.63,21.85,49.93,51068.488,54559.08
2022-09-23 06:28:00,6,6.181,0.0,-1.59,-4.59,-0.896,1.0,0.834,0.916,6.9,0.0,1.907,5.013,414.77,412.97,417.04,414.32,239.48,237.92,240.07,240.44,9.99,0.0,8.6,21.38,49.97,51068.592,54559.196
2022-09-23 06:29:00,6,6.204,0.0,-1.639,-4.565,-0.891,1.0,0.816,0.916,6.964,0.0,2.009,4.985,414.94,413.29,416.94,414.59,239.57,238.16,240.1,240.45,10.05,0.0,8.77,21.4,50.0,51068.692,54559.312
2022-09-23 06:30:00,6,6.242,0.0,-1.662,-4.58,-0.903,1.0,0.834,0.925,6.913,0.0,1.992,4.949,414.67,412.78,416.96,414.26,239.42,237.85,239.98,240.43,9.98,0.0,8.72,21.24,50.0,51068.8,54559.424
2022-09-23 06:31:00,6,6.225,0.0,-1.576,-4.649,-0.908,1.0,0.839,0.929,6.855,0.0,1.879,5.003,414.28,412.62,416.64,413.57,239.19,237.6,239.91,240.05,9.96,0.0,8.37,21.52,50.0,51068.904,54559.54
